"userid","dbid","toplevel","queryid","query","plans","total_plan_time","min_plan_time","max_plan_time","mean_plan_time","stddev_plan_time","calls","total_exec_time","min_exec_time","max_exec_time","mean_exec_time","stddev_exec_time","rows","shared_blks_hit","shared_blks_read","shared_blks_dirtied","shared_blks_written","local_blks_hit","local_blks_read","local_blks_dirtied","local_blks_written","temp_blks_read","temp_blks_written","blk_read_time","blk_write_time","temp_blk_read_time","temp_blk_write_time","wal_records","wal_fpi","wal_bytes","jit_functions","jit_generation_time","jit_inlining_count","jit_inlining_time","jit_optimization_count","jit_optimization_time","jit_emission_count","jit_emission_time"
10,16419,True,"-3825640688184167069","SELECT * FROM pg_stat_database","0","0","0","0","0","0","1","0.04872","0.04872","0.04872","0.04872","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"1345865735253463468","SELECT * FROM pg_stat_user_tables","0","0","0","0","0","0","1","0.16088","0.16088","0.16088","0.16088","0","8","13","7","0","0","0","0","0","0","0","0","0.02207","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"3545412574037053608","SET DateStyle=ISO","0","0","0","0","0","0","2","0.01022","0.00464","0.00558","0.00511","0.00046999999999999993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-6911109443227572258","SELECT * FROM pg_stat_bgwriter","0","0","0","0","0","0","1","0.00661","0.00661","0.00661","0.00661","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-141619989335985508","SELECT * FROM pg_stat_archiver","0","0","0","0","0","0","1","0.00688","0.00688","0.00688","0.00688","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"3916515019762028860","SELECT     tmp.TABLE_CAT,     tmp.TABLE_SCHEM,     tmp.TABLE_NAME,     tmp.NON_UNIQUE,     tmp.INDEX_QUALIFIER,     tmp.INDEX_NAME,     tmp.TYPE,     tmp.ORDINAL_POSITION,     trim(both $1 from pg_catalog.pg_get_indexdef(tmp.CI_OID, tmp.ORDINAL_POSITION, $2)) AS COLUMN_NAME,   CASE tmp.AM_NAME     WHEN $3 THEN CASE tmp.I_INDOPTION[tmp.ORDINAL_POSITION - $4] & $5::smallint       WHEN $6 THEN $7       ELSE $8     END     ELSE $9   END AS ASC_OR_DESC,     tmp.CARDINALITY,     tmp.PAGES,     tmp.FILTER_CONDITION FROM (SELECT $10 AS TABLE_CAT, n.nspname AS TABLE_SCHEM,   ct.relname AS TABLE_NAME, NOT i.indisunique AS NON_UNIQUE,   $11 AS INDEX_QUALIFIER, ci.relname AS INDEX_NAME,   CASE i.indisclustered     WHEN $12 THEN $13    ELSE CASE am.amname       WHEN $14 THEN $15      ELSE $16    END   END AS TYPE,   (information_schema._pg_expandarray(i.indkey)).n AS ORDINAL_POSITION,   ci.reltuples AS CARDINALITY,   ci.relpages AS PAGES,   pg_catalog.pg_get_expr(i.indpred, i.indrelid) AS FILTER_CONDITION,   ci.oid AS CI_OID,   i.indoption AS I_INDOPTION,   am.amname AS AM_NAME FROM pg_catalog.pg_class ct   JOIN pg_catalog.pg_namespace n ON (ct.relnamespace = n.oid)   JOIN pg_catalog.pg_index i ON (ct.oid = i.indrelid)   JOIN pg_catalog.pg_class ci ON (ci.oid = i.indexrelid)   JOIN pg_catalog.pg_am am ON (ci.relam = am.oid) WHERE $17  AND n.nspname = $18 AND ct.relname = $19) AS tmp ORDER BY NON_UNIQUE, TYPE, INDEX_NAME, ORDINAL_POSITION","0","0","0","0","0","0","8","1.304061","0.11403","0.25662999999999997","0.16300762500000002","0.044489349337615336","37","601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"2247467723989480173","SELECT setting FROM pg_catalog.pg_settings WHERE name=$1","0","0","0","0","0","0","1","0.5152009999999999","0.5152009999999999","0.5152009999999999","0.5152009999999999","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,5,True,"931303454371000975","SELECT
            roles.oid as id, roles.rolname as name,
            roles.rolsuper as is_superuser,
            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as
            can_create_role,
            CASE WHEN roles.rolsuper THEN $2
            ELSE roles.rolcreatedb END as can_create_db,
            CASE WHEN $3=ANY(ARRAY(WITH RECURSIVE cte AS (
            SELECT pg_roles.oid,pg_roles.rolname FROM pg_roles
                WHERE pg_roles.oid = roles.oid
            UNION ALL
            SELECT m.roleid,pgr.rolname FROM cte cte_1
                JOIN pg_auth_members m ON m.member = cte_1.oid
                JOIN pg_roles pgr ON pgr.oid = m.roleid)
            SELECT rolname  FROM cte)) THEN $4
            ELSE $5 END as can_signal_backend
        FROM
            pg_catalog.pg_roles as roles
        WHERE
            rolname = current_user","0","0","0","0","0","0","1","0.04859","0.04859","0.04859","0.04859","0","1","3","1","0","0","0","0","0","0","0","0","0.00448","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-6734339306640854527","SELECT
    nsp.oid,
    nsp.nspname as name,
    pg_catalog.has_schema_privilege(nsp.oid, $1) as can_create,
    pg_catalog.has_schema_privilege(nsp.oid, $2) as has_usage,
    des.description
FROM
    pg_catalog.pg_namespace nsp
    LEFT OUTER JOIN pg_catalog.pg_description des ON
        (des.objoid=nsp.oid AND des.classoid=$3::regclass)
WHERE
             nspname NOT LIKE $4 AND
            NOT (
(nsp.nspname = $5 AND EXISTS
        (SELECT $6 FROM pg_catalog.pg_class WHERE relname = $7 AND
            relnamespace = nsp.oid LIMIT $8)) OR
    (nsp.nspname = $9 AND EXISTS
        (SELECT $10 FROM pg_catalog.pg_class WHERE relname = $11 AND
            relnamespace = nsp.oid LIMIT $12)) OR
    (nsp.nspname = $13 AND EXISTS
        (SELECT $14 FROM pg_catalog.pg_class WHERE relname = $15 AND
            relnamespace = nsp.oid LIMIT $16))
    )

    
ORDER BY nspname","0","0","0","0","0","0","1","0.10042100000000001","0.10042100000000001","0.10042100000000001","0.10042100000000001","0","1","9","3","0","0","0","0","0","0","0","0","0.050101","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,5,True,"-3088299803543020730","SELECT
    db.oid as did, db.datname, db.datallowconn,
    pg_encoding_to_char(db.encoding) AS serverencoding,
    has_database_privilege(db.oid, $1) as cancreate,
    datistemplate
FROM
    pg_catalog.pg_database db
WHERE db.datname = current_database()","0","0","0","0","0","0","1","0.00665","0.00665","0.00665","0.00665","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"931303454371000975","SELECT
            roles.oid as id, roles.rolname as name,
            roles.rolsuper as is_superuser,
            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as
            can_create_role,
            CASE WHEN roles.rolsuper THEN $2
            ELSE roles.rolcreatedb END as can_create_db,
            CASE WHEN $3=ANY(ARRAY(WITH RECURSIVE cte AS (
            SELECT pg_roles.oid,pg_roles.rolname FROM pg_roles
                WHERE pg_roles.oid = roles.oid
            UNION ALL
            SELECT m.roleid,pgr.rolname FROM cte cte_1
                JOIN pg_auth_members m ON m.member = cte_1.oid
                JOIN pg_roles pgr ON pgr.oid = m.roleid)
            SELECT rolname  FROM cte)) THEN $4
            ELSE $5 END as can_signal_backend
        FROM
            pg_catalog.pg_roles as roles
        WHERE
            rolname = current_user","0","0","0","0","0","0","2","0.07961099999999999","0.03979","0.039820999999999995","0.039805499999999994","1.549999999999642e-05","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"5848681576227864375","SELECT n.nspname, r.relname
FROM pg_catalog.pg_class r
    LEFT JOIN pg_catalog.pg_namespace n ON (r.relnamespace = n.oid)
WHERE r.oid = $1","0","0","0","0","0","0","1","0.00986","0.00986","0.00986","0.00986","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
